name,size,insert,lookup,delete,checksum
khash,11507,56.287130,7.613170,7.851482,536906164605060
libdynamic,11507,40.518033,4.654730,11.417311,536906164605060
std::map_unordered,10460,83.837189,21.567500,47.496080,532239520312365
google::dense_hash_map,10460,41.960516,6.605370,8.475048,532239520312365
ulib::align_hash_map,10460,53.076004,11.258010,6.970937,532239520312365
tommyds hashdyn,10460,61.567973,7.593160,34.644933,532239520312365
khash,10460,60.071893,7.413550,7.263671,532239520312365
libdynamic,10460,43.904302,4.166310,10.653250,532239520312365
std::map_unordered,9509,85.602692,21.300680,46.833947,539641728715155
google::dense_hash_map,9509,46.524661,6.350600,7.846146,539641728715155
ulib::align_hash_map,9509,56.784415,10.889890,6.484278,539641728715155
tommyds hashdyn,9509,64.536229,7.204490,34.959933,539641728715155
khash,9509,64.680829,6.795090,6.942791,539641728715155
libdynamic,9509,46.907246,3.670510,9.587864,539641728715155
std::map_unordered,8644,83.128528,18.932310,45.587922,538459382378140
google::dense_hash_map,8644,48.340120,6.050000,7.900393,538459382378140
ulib::align_hash_map,8644,61.530773,10.637020,6.358746,538459382378140
tommyds hashdyn,8644,67.398195,7.127260,35.978829,538459382378140
khash,8644,69.881421,6.673440,6.912425,538459382378140
libdynamic,8644,50.700602,3.602580,9.229408,538459382378140
std::map_unordered,7858,85.002672,17.722900,44.376050,540160050364585
google::dense_hash_map,7858,34.386612,8.888880,10.892212,540160050364585
ulib::align_hash_map,7858,42.542377,14.152690,9.560193,540160050364585
tommyds hashdyn,7858,51.604861,8.309940,32.855052,540160050364585
khash,7858,47.172818,9.560630,10.032451,540160050364585
libdynamic,7858,34.551413,6.294400,15.900993,540160050364585
std::map_unordered,7143,87.129637,17.365180,44.116898,539417779076635
google::dense_hash_map,7143,35.043819,7.742470,9.721126,539417779076635
ulib::align_hash_map,7143,44.361893,12.681540,8.529469,539417779076635
tommyds hashdyn,7143,53.056699,7.518450,32.218396,539417779076635
khash,7143,48.862663,8.260800,8.835223,539417779076635
libdynamic,7143,35.675906,4.753780,13.679966,539417779076635
std::map_unordered,6493,94.112275,17.955080,43.817496,538038868828185
google::dense_hash_map,6493,38.398737,7.658690,9.208070,538038868828185
ulib::align_hash_map,6493,46.635916,12.461160,8.168027,538038868828185
tommyds hashdyn,6493,56.429694,7.179030,32.832897,538038868828185
khash,6493,52.195903,7.863630,8.396889,538038868828185
libdynamic,6493,37.506083,4.188860,12.812721,538038868828185
std::map_unordered,5902,74.681125,18.265120,44.015757,532580647787280
google::dense_hash_map,5902,39.390884,6.689070,8.623517,532580647787280
ulib::align_hash_map,5902,49.233480,11.361140,7.394443,532580647787280
tommyds hashdyn,5902,57.476110,6.751010,33.452728,532580647787280
khash,5902,55.154693,7.220880,7.847509,532580647787280
libdynamic,5902,39.819214,3.532280,11.504914,532580647787280
std::map_unordered,5365,75.376701,16.958180,42.825536,533720139114220
google::dense_hash_map,5365,41.352283,6.144610,8.116682,533720139114220
ulib::align_hash_map,5365,52.923579,10.823260,7.049767,533720139114220
tommyds hashdyn,5365,60.353588,6.279540,33.531594,533720139114220
khash,5365,59.160671,6.650020,7.547437,533720139114220
libdynamic,5365,42.293010,3.178760,10.884436,533720139114220
std::map_unordered,4877,77.358007,16.282530,42.445766,537445146154490
google::dense_hash_map,4877,43.430593,5.880310,7.759073,537445146154490
ulib::align_hash_map,4877,56.308796,10.341070,6.695510,537445146154490
tommyds hashdyn,4877,63.965758,6.078410,34.350830,537445146154490
khash,4877,63.065204,6.364400,7.198483,537445146154490
libdynamic,4877,45.269428,2.939750,9.557515,537445146154490
std::map_unordered,4433,82.998872,18.216020,42.042860,536230975509900
google::dense_hash_map,4433,48.988495,5.229320,7.255809,536230975509900
ulib::align_hash_map,4433,61.432213,10.417790,6.327318,536230975509900
tommyds hashdyn,4433,68.123393,5.768520,34.956463,536230975509900
khash,4433,67.766749,5.511060,6.729980,536230975509900
libdynamic,4433,49.343785,3.983460,8.727273,536230975509900
std::map_unordered,4029,80.995781,15.404790,41.473567,537987311272815
google::dense_hash_map,4029,32.895756,7.919170,10.332837,537987311272815
ulib::align_hash_map,4029,41.231819,12.962770,9.434103,537987311272815
tommyds hashdyn,4029,47.013899,6.231400,31.651775,537987311272815
khash,4029,45.872673,8.520600,9.546041,537987311272815
libdynamic,4029,33.171755,3.524710,15.390171,537987311272815
std::map_unordered,3662,82.652922,14.879670,41.013381,535282081659935
google::dense_hash_map,3662,34.759421,7.318310,9.799563,535282081659935
ulib::align_hash_map,3662,43.996177,12.459290,8.941835,535282081659935
tommyds hashdyn,3662,48.874386,5.854730,31.644184,535282081659935
khash,3662,48.443200,7.708770,9.272802,535282081659935
libdynamic,3662,35.085199,3.012620,14.403058,535282081659935
std::map_unordered,3329,86.092220,14.445920,39.977471,531331448777945
google::dense_hash_map,3329,35.978372,6.506370,8.977471,531331448777945
ulib::align_hash_map,3329,46.548213,11.549690,8.160409,531331448777945
tommyds hashdyn,3329,50.288675,5.538860,31.811054,531331448777945
khash,3329,51.163412,7.022980,8.454190,531331448777945
libdynamic,3329,36.564434,2.518990,13.112947,531331448777945
std::map_unordered,3026,74.451751,15.846330,43.379048,534925612402845
google::dense_hash_map,3026,38.432254,6.089830,8.696299,534925612402845
ulib::align_hash_map,3026,49.816920,10.942440,7.670853,534925612402845
tommyds hashdyn,3026,53.239590,5.323000,33.474223,534925612402845
khash,3026,54.779577,6.527840,8.181097,534925612402845
libdynamic,3026,38.834765,2.283020,11.982816,534925612402845
std::map_unordered,2750,75.374545,14.766460,41.728364,540610710288725
google::dense_hash_map,2750,39.782909,5.670800,8.160364,540610710288725
ulib::align_hash_map,2750,52.468364,10.334750,7.397818,540610710288725
tommyds hashdyn,2750,55.235636,4.870420,33.661818,540610710288725
khash,2750,57.763273,6.108960,7.824727,540610710288725
libdynamic,2750,40.585818,2.212270,11.047273,540610710288725
std::map_unordered,2500,77.917600,14.996190,41.920000,529686071039000
google::dense_hash_map,2500,43.097200,5.248950,7.712800,529686071039000
ulib::align_hash_map,2500,55.987600,10.094600,6.663600,529686071039000
tommyds hashdyn,2500,57.929200,4.831140,34.339600,529686071039000
khash,2500,62.704000,5.721670,7.340800,529686071039000
libdynamic,2500,44.477200,2.097840,9.902000,529686071039000
std::map_unordered,2272,76.664613,14.521860,40.757923,543540627895020
google::dense_hash_map,2272,45.114437,4.863420,6.869718,543540627895020
ulib::align_hash_map,2272,59.634243,9.557310,6.087148,543540627895020
tommyds hashdyn,2272,60.259683,4.438180,35.407570,543540627895020
khash,2272,66.372799,5.296230,6.672095,543540627895020
libdynamic,2272,46.724912,2.232070,8.025088,543540627895020
std::map_unordered,2065,78.363196,14.355530,40.791283,528070180471120
google::dense_hash_map,2065,50.110412,4.814160,7.058111,528070180471120
ulib::align_hash_map,2065,66.828571,9.476790,6.197094,528070180471120
tommyds hashdyn,2065,64.410654,4.411760,36.522518,528070180471120
khash,2065,73.842131,5.392580,6.815012,528070180471120
libdynamic,2065,51.994189,2.089000,8.455206,528070180471120
std::map_unordered,1877,79.980820,14.261820,40.318061,525168535475265
google::dense_hash_map,1877,33.831113,6.077930,9.730421,525168535475265
ulib::align_hash_map,1877,43.190730,11.059400,9.033031,525168535475265
tommyds hashdyn,1877,48.530634,5.548660,31.072456,525168535475265
khash,1877,47.489078,6.451290,9.442195,525168535475265
libdynamic,1877,34.183271,1.979440,13.796484,525168535475265
std::map_unordered,1706,82.992966,14.001110,39.881594,537949995431990
google::dense_hash_map,1706,34.020516,5.327400,8.430832,537949995431990
ulib::align_hash_map,1706,44.550996,10.369030,8.033411,537949995431990
tommyds hashdyn,1706,50.265533,5.089410,31.298359,537949995431990
khash,1706,49.009379,5.841550,8.347011,537949995431990
libdynamic,1706,34.324150,1.893600,12.327081,537949995431990
std::map_unordered,1550,74.030968,15.216990,42.856774,537618283259170
google::dense_hash_map,1550,36.820000,5.076740,8.410323,537618283259170
ulib::align_hash_map,1550,49.740000,11.319780,7.794194,537618283259170
tommyds hashdyn,1550,54.503226,4.975560,32.760645,537618283259170
khash,1550,53.943226,6.518750,8.063226,537618283259170
libdynamic,1550,38.644516,4.526600,11.990968,537618283259170
std::map_unordered,1409,78.698368,18.331750,41.885025,527424252687485
google::dense_hash_map,1409,42.225692,6.651480,8.139815,527424252687485
ulib::align_hash_map,1409,52.928318,11.002560,7.426544,527424252687485
tommyds hashdyn,1409,58.020582,5.137810,33.904897,527424252687485
khash,1409,56.989354,5.200760,8.077360,527424252687485
libdynamic,1409,39.360539,1.862330,9.645138,527424252687485
std::map_unordered,1280,77.950000,14.772930,41.724219,525080361869555
google::dense_hash_map,1280,41.394531,4.716050,7.592187,525080361869555
ulib::align_hash_map,1280,55.853906,9.686000,7.042187,525080361869555
tommyds hashdyn,1280,58.424219,4.447550,33.421094,525080361869555
khash,1280,61.657812,5.351520,7.730469,525080361869555
libdynamic,1280,41.635156,1.924900,8.866406,525080361869555
std::map_unordered,1163,79.638865,13.954670,40.469475,541235112800080
google::dense_hash_map,1163,43.910576,4.407560,7.331040,541235112800080
ulib::align_hash_map,1163,58.728289,9.440270,6.892519,541235112800080
tommyds hashdyn,1163,61.958727,4.317030,34.263113,541235112800080
khash,1163,65.773001,5.191970,7.411866,541235112800080
libdynamic,1163,44.104041,1.814040,7.826311,541235112800080
std::map_unordered,1057,75.188269,13.937990,39.638600,546304425079840
google::dense_hash_map,1057,44.492904,4.268770,6.472091,546304425079840
ulib::align_hash_map,1057,61.218543,8.815780,5.813623,546304425079840
tommyds hashdyn,1057,64.236518,3.833450,34.681173,546304425079840
khash,1057,67.511826,4.853310,6.483444,546304425079840
libdynamic,1057,45.441816,1.839810,5.990539,546304425079840
std::map_unordered,960,78.382292,14.117390,40.489583,544651917382325
google::dense_hash_map,960,35.462500,8.256700,10.317708,544651917382325
ulib::align_hash_map,960,44.891667,13.223630,9.727083,544651917382325
tommyds hashdyn,960,47.893750,5.584890,32.633333,544651917382325
khash,960,49.390625,9.137850,10.068750,544651917382325
libdynamic,960,32.884375,5.909420,14.032292,544651917382325
std::map_unordered,872,89.446101,16.369660,40.098624,533438887491960
google::dense_hash_map,872,36.607798,7.114250,8.677752,533438887491960
ulib::align_hash_map,872,44.508028,11.837620,8.200688,533438887491960
tommyds hashdyn,872,49.264908,4.856760,31.403670,533438887491960
khash,872,50.230505,7.788800,8.618119,533438887491960
libdynamic,872,33.344037,1.946000,10.323394,533438887491960
std::map_unordered,792,81.982323,13.482180,38.700758,533685972776630
google::dense_hash_map,792,33.344697,4.309180,7.392677,533685972776630
ulib::align_hash_map,792,41.844697,9.656520,7.309343,533685972776630
tommyds hashdyn,792,46.887626,4.115340,30.934343,533685972776630
khash,792,41.818182,5.093850,8.104798,533685972776630
libdynamic,792,29.584596,1.825060,7.454545,533685972776630
std::map_unordered,719,77.986092,15.079860,41.543811,520372688020050
google::dense_hash_map,719,34.742698,4.115820,7.091794,520372688020050
ulib::align_hash_map,719,44.638387,9.233600,6.894298,520372688020050
tommyds hashdyn,719,48.349096,3.674680,31.671766,520372688020050
khash,719,44.675939,4.840700,7.488178,520372688020050
libdynamic,719,31.763561,1.743810,6.496523,520372688020050
std::map_unordered,653,78.955590,14.619790,40.975498,531263049888595
google::dense_hash_map,653,37.886677,4.181620,6.872894,531263049888595
ulib::align_hash_map,653,43.569678,8.877260,6.413476,531263049888595
tommyds hashdyn,653,49.995406,3.542580,32.422665,531263049888595
khash,653,48.142420,4.643760,7.162328,531263049888595
libdynamic,653,32.416539,1.828880,6.294028,531263049888595
std::map_unordered,593,80.536256,14.308600,40.826307,534484175202035
google::dense_hash_map,593,38.978078,4.112420,6.433390,534484175202035
ulib::align_hash_map,593,51.096121,8.735870,6.202361,534484175202035
tommyds hashdyn,593,52.905565,3.236720,32.890388,534484175202035
khash,593,50.527825,4.712760,6.932546,534484175202035
libdynamic,593,35.064081,1.748830,5.450253,534484175202035
std::map_unordered,539,78.638219,14.035470,40.248609,534782280714650
google::dense_hash_map,539,43.016698,4.107930,6.291280,534782280714650
ulib::align_hash_map,539,54.641929,8.917620,6.448980,534782280714650
tommyds hashdyn,539,54.962894,3.198830,33.727273,534782280714650
khash,539,55.497217,4.706680,6.953618,534782280714650
libdynamic,539,37.586271,1.806580,5.333952,534782280714650
std::map_unordered,489,77.173824,13.970070,39.942740,519844607568055
google::dense_hash_map,489,26.386503,4.189380,8.535787,519844607568055
ulib::align_hash_map,489,33.924335,9.582820,9.476483,519844607568055
tommyds hashdyn,489,41.709611,3.303430,30.000000,519844607568055
khash,489,30.339468,5.100570,10.449898,519844607568055
libdynamic,489,19.435583,2.058240,7.208589,519844607568055
std::map_unordered,444,79.632883,13.754760,39.659910,511650154038655
google::dense_hash_map,444,26.481982,4.250440,7.373874,511650154038655
ulib::align_hash_map,444,32.966216,9.193660,7.882883,511650154038655
tommyds hashdyn,444,41.968468,3.265710,29.905405,511650154038655
khash,444,31.628378,4.976040,8.750000,511650154038655
libdynamic,444,20.405405,1.899300,6.511261,511650154038655
std::map_unordered,403,81.531017,13.748900,39.761787,524809526346965
google::dense_hash_map,403,29.225806,4.174620,7.444169,524809526346965
ulib::align_hash_map,403,34.349876,8.888180,7.267990,524809526346965
tommyds hashdyn,403,45.501241,2.777740,29.957816,524809526346965
khash,403,33.181141,4.964030,8.526055,524809526346965
libdynamic,403,20.982630,1.847150,5.766749,524809526346965
std::map_unordered,366,82.491803,13.646160,39.598361,525421969446495
google::dense_hash_map,366,30.928962,4.245360,7.068306,525421969446495
ulib::align_hash_map,366,34.871585,9.098190,6.346995,525421969446495
tommyds hashdyn,366,45.803279,2.880920,30.636612,525421969446495
khash,366,34.131148,4.798070,8.169399,525421969446495
libdynamic,366,22.601093,1.757970,5.090164,525421969446495
std::map_unordered,332,80.777108,15.204880,41.933735,542269063485610
google::dense_hash_map,332,29.521084,4.030700,5.716867,542269063485610
ulib::align_hash_map,332,36.734940,8.842300,5.762048,542269063485610
tommyds hashdyn,332,45.587349,2.375160,31.201807,542269063485610
khash,332,34.620482,4.646520,7.144578,542269063485610
libdynamic,332,22.334337,1.843720,4.837349,542269063485610
std::map_unordered,301,81.053156,14.814360,41.199336,537382204403010
google::dense_hash_map,301,31.787375,3.993470,6.019934,537382204403010
ulib::align_hash_map,301,36.358804,8.693820,5.714286,537382204403010
tommyds hashdyn,301,47.867110,2.287860,32.335548,537382204403010
khash,301,36.033223,4.486950,6.990033,537382204403010
libdynamic,301,24.212625,1.748650,5.182724,537382204403010
std::map_unordered,273,81.117216,14.223230,40.036630,513940023072875
google::dense_hash_map,273,34.062271,3.887060,6.648352,513940023072875
ulib::align_hash_map,273,41.282051,8.656560,6.036630,513940023072875
tommyds hashdyn,273,49.384615,1.965710,32.813187,513940023072875
khash,273,41.787546,4.447470,6.816850,513940023072875
libdynamic,273,24.717949,1.758330,4.402930,513940023072875
std::map_unordered,248,76.697581,14.800990,40.939516,549352084193750
google::dense_hash_map,248,22.451613,4.201600,7.669355,549352084193750
ulib::align_hash_map,248,28.572581,8.819590,7.959677,549352084193750
tommyds hashdyn,248,37.701613,2.188010,29.306452,549352084193750
khash,248,31.423387,5.060400,9.919355,549352084193750
libdynamic,248,16.455645,1.981920,5.959677,549352084193750
std::map_unordered,225,79.271111,14.029480,39.937778,513058540250260
google::dense_hash_map,225,23.364444,3.988780,6.662222,513058540250260
ulib::align_hash_map,225,30.902222,9.182130,7.235556,513058540250260
tommyds hashdyn,225,37.955556,2.377060,29.657778,513058540250260
khash,225,40.435556,4.904130,9.995556,513058540250260
libdynamic,225,34.426667,4.552530,12.946667,513058540250260
std::map_unordered,204,94.906863,13.805640,40.274510,513922655758955
google::dense_hash_map,204,39.696078,6.698820,8.671569,513922655758955
ulib::align_hash_map,204,53.720588,11.123250,7.735294,513922655758955
tommyds hashdyn,204,50.426471,3.701980,33.759804,513922655758955
khash,204,58.205882,7.243950,8.519608,513922655758955
libdynamic,204,33.916667,1.976690,12.769608,513922655758955
std::map_unordered,185,100.200000,14.241310,39.859459,524511816334765
google::dense_hash_map,185,43.778378,6.183350,7.897297,524511816334765
ulib::align_hash_map,185,60.178378,10.249030,7.351351,524511816334765
tommyds hashdyn,185,53.216216,3.898390,34.929730,524511816334765
khash,185,61.762162,6.685620,7.918919,524511816334765
libdynamic,185,37.043243,3.181520,10.010811,524511816334765
std::map_unordered,168,90.946429,15.350700,43.964286,534950060774335
google::dense_hash_map,168,46.107143,6.918750,8.958333,534950060774335
ulib::align_hash_map,168,64.261905,11.600720,8.785714,534950060774335
tommyds hashdyn,168,56.398810,4.114000,37.738095,534950060774335
khash,168,67.404762,7.557950,8.958333,534950060774335
libdynamic,168,40.446429,1.851660,10.934524,534950060774335
std::map_unordered,152,94.565789,16.820930,43.565789,539444085780975
google::dense_hash_map,152,48.131579,5.141540,7.276316,539444085780975
ulib::align_hash_map,152,68.730263,9.316750,6.769737,539444085780975
tommyds hashdyn,152,57.230263,3.093880,37.500000,539444085780975
khash,152,71.611842,5.565700,7.605263,539444085780975
libdynamic,152,41.513158,2.404760,8.697368,539444085780975
std::map_unordered,138,97.471014,17.152030,44.202899,575713803697865
google::dense_hash_map,138,54.057971,5.109070,7.550725,575713803697865
ulib::align_hash_map,138,73.644928,9.481340,6.956522,575713803697865
tommyds hashdyn,138,60.536232,3.247020,38.942029,575713803697865
khash,138,76.833333,5.470010,7.355072,575713803697865
libdynamic,138,43.949275,2.510820,8.065217,575713803697865
std::map_unordered,125,77.384000,14.035020,41.440000,533634870908000
google::dense_hash_map,125,19.896000,4.195520,5.976000,533634870908000
ulib::align_hash_map,125,29.352000,8.368580,6.296000,533634870908000
tommyds hashdyn,125,41.264000,1.845780,32.856000,533634870908000
khash,125,32.392000,4.517290,7.856000,533634870908000
libdynamic,125,16.944000,1.796360,5.128000,533634870908000
std::map_unordered,113,79.991150,14.277970,41.123894,546631213775620
google::dense_hash_map,113,21.787611,3.747400,6.185841,546631213775620
ulib::align_hash_map,113,32.123894,8.607040,7.318584,546631213775620
tommyds hashdyn,113,44.017699,1.802890,34.663717,546631213775620
khash,113,36.407080,4.314330,7.283186,546631213775620
libdynamic,113,17.840708,1.855550,4.991150,546631213775620
std::map_unordered,102,84.127451,13.652370,41.000000,537375746976140
google::dense_hash_map,102,24.558824,3.845530,6.823529,537375746976140
ulib::align_hash_map,102,34.607843,8.634210,6.323529,537375746976140
tommyds hashdyn,102,49.715686,1.880310,36.284314,537375746976140
khash,102,43.500000,4.476970,8.333333,537375746976140
libdynamic,102,17.843137,1.940160,5.362745,537375746976140
